ID,OSAVI_mean,ATSAVI_mean,TVI_mean,CRI_2_mean,R_MCARI_MTVI2_mean,blue_mean,NPCI_mean,R_TCARI_OSAVI_mean,RERI_mean,rede_mean,MSAVI_mean,SAVI_mean,ARI_2_mean,TCARI_mean,TSAVI_mean,red_mean,NDRE_mean,RDVI_mean,NGRDI_mean,DVI_mean,NEXG_mean,MCARI_mean,RVI_1_mean,GNDVI_mean,RVI_2_mean,SPVI_mean,RECI_mean,NDWI_mean,EVI_mean,PSRI_mean,RGVI_mean,ENDVI_mean,EVI_2_mean,MTCI_mean,DATT_mean,GCI_mean,SAVI_2_mean,MCARI_2_mean,MTVI_2_mean,NDCI_mean,MCARI_1_mean,MTVI_1_mean,green_mean,NDVI_mean,SIPI_mean,SRPI_mean,nir_mean,HEALTH_STA
295,0.48086828,,27.6564,3.102192,2.3876915,0.13380103,0.074973285,0.871404,0.51147425,0.40428817,0.5155714,0.5136811,1.5673401,0.37781623,0.8421508,0.13280824,0.13056502,0.47781894,0.21106109,0.4151375,0.27609867,0.88410616,4.3405523,0.45848,2.837186,0.540506,0.30756745,0.06706547,0.31128377,0.26918575,0.7292931,0.44824812,0.54775393,0.49036545,inf,1.8721135,34.200558,1.879548,1.879548,0.3565817,0.7046389,0.7046389,0.19061269,0.5975886,0.58093727,1.0396335,0.52770114,AVARAGE
273,0.41566643,,21.88048,2.9663837,6.162978,0.13096651,0.1046479,inf,0.48483902,0.34406963,0.42801598,0.43148842,1.2681782,0.3371212,0.8163501,0.14612414,0.11080369,0.3813582,0.1946727,0.32585034,0.2594032,0.6797577,3.494913,0.39824933,2.439765,0.42383686,0.25720415,0.05748677,0.24916922,0.32377642,0.8460645,0.39496836,0.44950378,inf,inf,1.5160906,33.791378,1.3443512,1.3443512,0.3119161,0.5601853,0.5601853,0.18029122,0.52966285,0.50906223,0.95601684,0.42694786,AVARAGE
177,0.30951542,,17.943106,1.5778431,3.008566,0.15283106,0.14574759,1.6640316,0.3684457,0.34114307,0.32241827,0.32925305,0.69838953,0.35740152,0.7967434,0.20738988,0.09590083,0.28344893,0.14297223,0.2611915,0.22909887,0.38800204,2.2600095,0.2886645,1.8585056,0.34206888,0.21839683,0.039087567,0.17623952,0.28852654,0.96461695,0.34056258,0.3360975,inf,inf,0.89886016,5.6287737,1.2393959,1.2393959,0.20713706,0.46508938,0.46508938,0.22405761,0.3849122,0.40563405,0.7628756,0.41639432,AVARAGE
191,0.26639625,,16.548485,1.5665262,0.57706654,0.17315531,0.18369341,2.7659826,0.3087194,0.3160048,0.28099814,0.28731135,0.65606326,0.31473014,0.83621854,0.25754112,0.0961883,0.22536735,0.124297015,0.23801214,0.18406217,0.33531287,1.775598,0.26078293,1.7463567,0.34002984,0.22099905,0.052751698,0.15336353,0.36349732,1.1904613,0.2664842,0.29389068,inf,inf,0.816752,3.8148367,1.7540697,1.7540697,0.19134429,0.43052748,0.43052748,0.22420612,0.3281603,0.32223687,0.7025561,0.38822305,AVARAGE
232,0.26108518,,16.32774,1.3968306,1.0810653,0.18570659,0.15773368,inf,0.33900577,0.35966498,0.27640978,0.28245384,0.6201063,0.34576207,0.8109817,0.25836575,0.07678672,0.23225206,0.12252841,0.23497923,0.18046813,0.35751677,1.856831,0.25240222,1.7291328,0.3236698,0.17066728,0.03216212,0.1568468,0.27410692,1.0811456,0.27536726,0.2871641,inf,inf,0.7640955,3.8131258,1.5319273,1.5319273,0.19118033,0.4254786,0.4254786,0.24602035,0.32046524,0.33332554,0.7459381,0.41940734,AVARAGE
181,0.4326708,,23.354668,3.345501,3.4406133,0.124699034,0.08868311,0.9298072,0.46902364,0.35910726,0.45016092,0.45242456,1.4725175,0.32367504,0.8262012,0.13276011,0.12901402,0.42058656,0.19567831,0.35044318,0.25681162,0.73253715,4.018881,0.43850565,2.7596433,0.46306965,0.3043323,0.04732344,0.26115704,0.17485437,0.78787875,0.42744675,0.47620234,inf,inf,1.7705929,38.03298,1.8395625,1.8395625,0.33629492,0.5959923,0.5959923,0.17657489,0.54905564,0.5480415,0.98120385,0.46885687,None
136,0.43005946,,25.255598,2.2775114,2.4701192,0.12853873,0.08513408,1.0879631,0.48103023,0.39244184,0.4563974,0.458716,1.1302587,0.40923324,0.8207877,0.14939527,0.11481294,0.4245224,0.21806277,0.3692389,0.33402875,0.74493414,3.6700232,0.38407338,2.3648875,0.4617836,0.2657801,0.052761007,0.2538001,0.22074239,0.729527,0.45264205,0.48359662,inf,inf,1.3883697,24.27569,1.92989,1.92989,0.2889446,0.6531365,0.6531365,0.21480313,0.5347406,0.5464428,0.8864603,0.49923602,AVARAGE
41,0.26930264,,16.58195,1.3404633,1.6443207,0.19891791,0.13840826,2.0703516,0.36520875,0.3487006,0.28276148,0.28909636,0.57947946,0.3508038,0.8323893,0.26222467,0.068403184,0.22831847,0.1359229,0.23608021,0.18127486,0.4006031,1.772803,0.23656234,1.574441,0.31463206,0.15203737,0.05696803,0.17283653,0.2925067,1.0684283,0.24084325,0.29474568,inf,inf,0.71208405,4.0419917,1.6288576,1.6288576,0.18465315,0.4343817,0.4343817,0.24943008,0.3327792,0.31214458,0.8002587,0.3863621,AVARAGE
135,0.27705958,,17.238567,1.3429617,1.6472893,0.18612391,0.14925677,inf,0.3579175,0.35716954,0.29319865,0.29908156,0.6271655,0.35639915,0.8102577,0.25103647,0.07537852,0.24627745,0.13693388,0.24667798,0.1927286,0.39662325,1.9443717,0.25287706,1.6736151,0.3287669,0.16815509,0.056089673,0.17250402,0.27399215,1.0186898,0.27408183,0.30585587,inf,inf,0.77274203,4.3215423,1.5571376,1.5571376,0.19223823,0.45029202,0.45029202,0.25095266,0.34047624,0.33992076,0.78066134,0.41442874,UNHEALTHY
105,0.37844434,,22.074697,2.2352242,3.7838585,0.13729408,0.118263245,inf,0.43225697,0.3743802,0.39781183,0.402699,1.0397681,0.3686205,0.8115732,0.17054571,0.108903855,0.36850908,0.18654995,0.3243129,0.2749072,0.615237,3.1648278,0.36180294,2.2606719,0.42071784,0.24986781,0.038834956,0.2215513,0.19058914,0.83306897,0.40954396,0.4209678,inf,inf,1.2723863,19.590937,2.0026505,2.0026505,0.27219966,0.56924903,0.56924903,0.2123689,0.47231588,0.49632397,0.8421462,0.47169885,None
156,0.4233069,,24.687227,2.3299675,3.2805707,0.13525902,0.09724049,1.103372,0.45778954,0.38615596,0.44915518,0.4515963,1.1291449,0.4080747,0.815153,0.1579411,0.12508757,0.4152477,0.19511752,0.36356443,0.29748702,0.6607611,3.5051446,0.3899162,2.393315,0.46515188,0.29213175,0.03635292,0.25295264,0.25118047,0.7739454,0.43537685,0.4739919,inf,inf,1.4067178,25.838118,1.7183447,1.7183447,0.28691244,0.63485277,0.63485277,0.21315314,0.52621096,0.5333931,0.8895078,0.4988306,UNHEALTHY
257,0.45446348,,26.213068,2.955399,2.5633738,0.12986962,0.09376651,0.9729802,0.5063778,0.40234575,0.48486143,0.485046,1.4545783,0.3706162,0.8308643,0.14218076,0.117732584,0.44616517,0.20494585,0.39126304,0.29461128,0.8691462,4.0182657,0.42900997,2.6784246,0.50775176,0.2749193,0.054143805,0.27873755,0.2513751,0.76326436,0.44928896,0.51467353,inf,inf,1.7005559,39.298763,1.91276,1.91276,0.34138802,0.66989195,0.66989195,0.1961996,0.5651026,0.5590608,0.95356196,0.5095306,AVARAGE
269,0.4207993,,23.286074,2.8987124,2.4349275,0.12598115,0.099711165,1.0626767,0.44339144,0.35649014,0.44239458,0.44502348,1.3279368,0.3508737,0.82476693,0.15100846,0.13474308,0.40287325,0.17288849,0.35057536,0.26243156,0.63202655,3.5284011,0.41942996,2.6137114,0.46764374,0.32001546,0.031897955,0.24285512,0.28165084,0.8618969,0.43034494,0.46663666,inf,inf,1.6256448,26.390272,1.569099,1.569099,0.31259948,0.592448,0.592448,0.18494928,0.52705824,0.5301864,0.86754775,0.47157547,AVARAGE
138,0.3992513,,23.880789,1.888836,1.9188375,0.14652714,0.10888016,inf,0.4567367,0.39605045,0.4254455,0.42849866,0.96698415,0.42398968,0.81081533,0.17473209,0.10463966,0.38951093,0.19779418,0.3475143,0.2935619,0.6482246,3.186401,0.35154417,2.1687844,0.4371112,0.23877507,0.042081807,0.24444234,0.24112915,0.7824446,0.40973273,0.44846347,inf,inf,1.1955218,16.774374,1.6438426,1.6438426,0.2630217,0.61858463,0.61858463,0.22978294,0.492851,0.50010663,0.8778809,0.4928459,UNHEALTHY
112,0.3996389,,21.19171,2.9852202,8.232702,0.12997814,0.09111506,inf,0.4585113,0.34904507,0.4091639,0.41425714,1.2630455,0.3176623,0.8129918,0.14103673,0.11527544,0.38466042,0.19472112,0.3151883,0.25345656,0.65946496,3.633308,0.40029463,2.495383,0.41001388,0.26767942,0.044841234,0.23863384,0.15426484,0.793556,0.39973342,0.43162495,inf,inf,1.5099952,35.803017,1.8045616,1.8045616,0.30915093,0.54348695,0.54348695,0.1838613,0.51106286,0.5141917,0.97108954,0.4426122,None
194,0.43707353,,23.990505,2.8593266,2.884505,0.13114181,0.07857919,inf,0.47456938,0.3560263,0.45565918,0.4579567,1.2643623,0.36422932,0.8404664,0.13530424,0.13014807,0.41832137,0.21098933,0.3546599,0.28333798,0.6877265,3.8216398,0.40918812,2.5139453,0.45177406,0.30737692,0.075875595,0.27112475,0.27492714,0.7528256,0.42151964,0.48056084,0.54957277,inf,1.5651814,31.546976,1.5923858,1.5923858,0.30393758,0.6163177,0.6163177,0.1902081,0.55296034,0.54305756,1.0072976,0.4647869,AVARAGE
172,0.30688736,,17.03081,1.9691101,1.7614437,0.13848937,0.1542183,inf,0.39810914,0.31209418,0.31175345,0.31976378,0.7671102,0.32489637,0.8222135,0.19122994,0.09232081,0.26533645,0.15758057,0.2446239,0.24074031,0.4400684,2.2918718,0.28974342,1.8673095,0.3235767,0.212359,0.059442576,0.16792378,0.29477763,0.98733133,0.33395222,0.32667062,inf,inf,0.94506204,10.5813055,1.411451,1.411451,0.22071847,0.4438777,0.4438777,0.20170978,0.39009294,0.3979003,0.7597437,0.37163883,AVARAGE
248,0.32353106,,17.698538,2.000822,2.4848065,0.1425183,0.1386483,1.5004336,0.3843131,0.3268559,0.33261433,0.33991185,0.85453296,0.32818398,0.80772525,0.19218521,0.095616065,0.29096252,0.13773787,0.2624,0.21373227,0.41442677,2.408182,0.31721726,1.9956068,0.35304156,0.21653087,0.040857475,0.18017665,0.27929136,0.9763561,0.34497136,0.34742576,inf,inf,1.0496578,8.387311,1.222354,1.222354,0.23858309,0.45469648,0.45469648,0.20251876,0.40691388,0.41850796,0.7746953,0.4010735,AVARAGE
276,0.40234217,,21.455114,2.9127889,4.5235286,0.14138775,0.107440785,inf,0.460181,0.34898207,0.41722983,0.42075166,1.3000557,0.33438325,0.8198636,0.15539329,0.11633862,0.37495852,0.17643087,0.32260522,0.2249364,0.6279763,3.370337,0.40199476,2.4864805,0.42576566,0.2727994,0.06734177,0.2506979,0.27760616,0.87938845,0.3756377,0.43821505,inf,inf,1.5629164,25.158981,1.3927796,1.3927796,0.31172913,0.5466221,0.5466221,0.18400937,0.5087626,0.49531516,0.9672501,0.43720865,AVARAGE
149,0.3995086,,23.28935,2.1146898,2.1876729,0.13313629,0.111683,1.1620704,0.44768453,0.375269,0.42179942,0.4253897,1.0217524,0.38677895,0.8130515,0.1626079,0.11192025,0.38616842,0.19946662,0.34083548,0.30196485,0.6581929,3.3120728,0.3621164,2.2420716,0.4334071,0.25768772,0.036809687,0.23434202,0.23130727,0.7925597,0.4229802,0.4459056,0.6485418,inf,1.2670848,18.360773,1.8474228,1.8474228,0.26862305,0.6022218,0.6022218,0.21358201,0.49748734,0.5092799,0.85451114,0.47477737,HEALTHY
290,0.45437342,,24.446362,3.8296103,2.70664,0.12113814,0.13172698,0.9479903,0.4849009,0.34282494,0.47383562,0.47357458,1.6344142,0.31966397,0.84405935,0.12633736,0.15608664,0.4313607,0.22922541,0.36354402,0.30461127,0.7899469,4.303419,0.44425374,2.8862908,0.47351745,0.3910943,0.066301756,0.28407177,0.27591577,0.7928391,0.43604362,0.50010395,inf,inf,1.9324579,40.830185,1.6491599,1.6491599,0.34230664,0.6257085,0.6257085,0.17349829,0.5787758,0.55213565,1.0625218,0.46275887,AVARAGE
18,0.2545174,,14.631318,1.4462923,1.2063124,0.18428549,0.13141868,inf,0.3430684,0.3190802,0.25986844,0.26792008,0.5633656,0.30993643,0.8309473,0.23869489,0.06745259,0.21485363,0.12647848,0.20872647,0.16753148,0.3236055,1.7701066,0.23483671,1.6015332,0.28195092,0.1492459,0.04706263,0.1568609,0.2819979,1.0685945,0.23614375,0.27004117,inf,inf,0.6963959,4.3940682,1.2699119,1.2699119,0.18064712,0.38264728,0.38264728,0.22751293,0.3199191,0.30696043,0.81042695,0.36040512,UNHEALTHY
60,0.3769711,,21.524027,2.1023357,2.4767773,0.14771621,0.08936858,1.2948966,0.42248335,0.3550746,0.39244178,0.39746934,0.93002367,0.37387535,0.8113674,0.16481891,0.12182681,0.3618522,0.19282262,0.31201005,0.26915756,0.5605538,3.1377256,0.34785798,2.1685128,0.39497453,0.28679278,0.048048247,0.23359516,0.20399313,0.8009186,0.378131,0.4129619,inf,inf,1.1918999,21.779718,1.6757216,1.6757216,0.24810165,0.55877453,0.5587629,0.21456917,0.4739819,0.47755638,0.93125564,0.4533102,AVARAGE
101,0.3463172,,19.360165,2.1662514,19.363855,0.1438168,0.12817568,1.4170893,0.4009848,0.35104036,0.3587125,0.36505768,0.94025034,0.35050252,0.80569595,0.1843696,0.10797221,0.32721522,0.15837124,0.28571245,0.23642892,0.47106802,2.7458107,0.34344566,2.140597,0.37593895,0.24829376,0.044239923,0.1989598,0.21600637,0.899988,0.37597138,0.37578356,inf,inf,1.1702056,14.047597,1.439164,1.439164,0.25422195,0.4986468,0.4986468,0.21097563,0.43499178,0.4591676,0.81823975,0.43847543,None
129,0.34637207,,19.150785,2.209011,3.6676865,0.1388345,0.13362029,inf,0.41143742,0.3401907,0.3581295,0.36440116,0.9620991,0.34057468,0.8073261,0.18165115,0.10659834,0.31775948,0.15944076,0.2836562,0.23925427,0.49610993,2.6880598,0.3432449,2.1244833,0.37582684,0.24775407,0.05120344,0.19643378,0.25805983,0.9371012,0.36586425,0.375751,inf,inf,1.1975489,12.489027,1.4820482,1.4820482,0.2569433,0.4922147,0.4922147,0.20123899,0.435708,0.44621888,0.8019314,0.4179065,AVARAGE
117,0.37281016,,22.048685,1.996603,1.727875,0.14614937,0.1250699,1.5011013,0.41802454,0.3617149,0.3950293,0.39914656,0.9850941,0.36586204,0.8131101,0.18741502,0.10545054,0.34594527,0.18016784,0.32393464,0.26246336,0.5980898,2.9207227,0.3431932,2.1479504,0.42485714,0.24257328,0.047661778,0.22083288,0.26964334,0.8931755,0.37417978,0.41774058,inf,inf,1.2098709,13.436857,1.9166178,1.9166178,0.25585142,0.56809485,0.56809485,0.21553725,0.46186787,0.45765945,0.8239765,0.45608294,AVARAGE
213,0.37480834,,21.20508,2.5201914,4.8163333,0.12928455,0.13164148,1.3105503,0.43236887,0.3673076,0.39265814,0.3972153,1.1788894,0.3380916,0.817181,0.16983354,0.10666353,0.36133042,0.17414421,0.31528643,0.2653851,0.60935944,3.1611526,0.37819558,2.3770955,0.41949424,0.24450287,0.052247666,0.20973216,0.19596224,0.8766927,0.42052323,0.41450927,inf,inf,1.3981534,18.191517,1.7657483,1.7657483,0.2942954,0.54302704,0.54302704,0.19974443,0.4687853,0.5024999,0.7991778,0.4604577,AVARAGE
11,0.37371513,,21.608107,1.9661628,5.491258,0.1577264,0.075050846,1.2125576,0.45095938,0.37749124,0.38938537,0.3950633,0.8952884,0.39766383,0.80410117,0.16567105,0.09657796,0.36524776,0.19527866,0.31168014,0.25882104,0.5862563,3.075901,0.33494905,2.0842807,0.38614127,0.21821153,0.050558805,0.24407932,0.16137256,0.76517045,0.3576702,0.40964723,inf,inf,1.1064917,16.101303,1.6829387,1.6829387,0.25270367,0.56270194,0.56270194,0.22412993,0.46832782,0.46597055,0.9877274,0.46111193,AVARAGE
118,0.395542,,21.132471,2.5752888,9.09562,0.122930214,0.12852119,inf,0.44246125,0.33094296,0.40675256,0.41127658,1.1118172,0.3374045,0.8168536,0.1498983,0.118798316,0.36388618,0.1985222,0.311832,0.28318816,0.59494317,3.3087661,0.37566546,2.3135815,0.4016952,0.27681977,0.05844746,0.22473532,0.27393705,0.8430866,0.4111656,0.42732874,inf,inf,1.3720896,30.360857,1.4201794,1.4201794,0.27924806,0.5439239,0.5439239,0.1870109,0.50311273,0.5029264,0.870826,0.42344517,UNHEALTHY
284,0.48537222,,27.136337,3.6298704,4.025246,0.121680014,0.08107045,0.7945305,0.49020252,0.38091746,0.5181973,0.51481944,1.7696599,0.3247953,0.8480335,0.12454229,0.14767757,0.47935176,0.21719712,0.4101537,0.2874026,0.91153604,4.817794,0.4805304,3.0904672,0.54306996,0.356929,0.062232137,0.29933694,0.24023275,0.74497277,0.46720213,0.5511518,inf,inf,2.1170459,77.229225,2.0315611,2.0315611,0.3696397,0.68885016,0.6888365,0.17471088,0.6075053,0.59434384,1.0266873,0.5157915,AVARAGE
262,0.423512,,23.502338,2.7730286,3.305224,0.12885678,0.08635582,inf,0.46335098,0.3675529,0.4448519,0.44685072,1.2792859,0.35891777,0.8203152,0.14844725,0.12318071,0.4088589,0.18859196,0.34969038,0.27910164,0.6795539,3.6605926,0.4091491,2.5410178,0.45828962,0.28820503,0.03881123,0.24792789,0.25648728,0.80005693,0.4308943,0.46860558,inf,inf,1.5554593,44.043373,1.498715,1.498715,0.3096198,0.60152984,0.60152984,0.19252501,0.5315795,0.53473294,0.904896,0.47490823,AVARAGE
51,0.309057,,16.061213,2.6448026,1.5589117,0.12401579,0.15051979,inf,0.34765878,0.28097516,0.3072544,0.3171733,0.8987318,0.290148,0.81018883,0.16614173,0.12379876,0.27460602,0.14715266,0.23731829,0.21507782,0.35106388,2.4231396,0.33709523,2.1230521,0.32069558,0.28886303,0.04016558,0.1657891,0.27449375,1.0299637,0.34839803,0.32194114,inf,inf,1.1515572,48.76597,1.4349623,1.4349623,0.23628679,0.4146327,0.4146327,0.17458259,0.39978346,0.4242428,0.77333736,0.36482638,None
180,0.41493446,,24.066225,2.312497,1.840301,0.13315505,0.1075935,1.1739361,0.4347821,0.36830077,0.4388405,0.44206294,1.0988816,0.3947639,0.8152152,0.15920277,0.13616252,0.4027777,0.19011234,0.35544518,0.29103646,0.6115527,3.4057372,0.3875865,2.3858724,0.4574559,0.32454607,0.04407229,0.24585521,0.27740267,0.8070791,0.4308066,0.4636114,inf,inf,1.4051167,19.171896,1.8108488,1.8108488,0.2751404,0.61857784,0.61857784,0.20847277,0.5166377,0.5237723,0.8682466,0.48677158,AVARAGE
239,0.3390376,,18.69136,2.053529,2.2092645,0.14087027,0.12501404,1.6830513,0.3869409,0.32819802,0.34947616,0.35582256,0.89526236,0.3291318,0.8140128,0.18379065,0.11679429,0.3093538,0.15386319,0.27475944,0.23074473,0.4456355,2.6617315,0.33088127,2.1002061,0.3687882,0.2738256,0.03411091,0.19144411,0.25353396,0.92980176,0.36245498,0.3660972,inf,inf,1.1277885,14.617117,1.2862346,1.2862346,0.24048938,0.48122782,0.48122782,0.20170479,0.4272897,0.44054565,0.8059652,0.41615385,AVARAGE
162,0.3063606,,17.657265,2.2342687,1.8267051,0.15154733,0.15689908,inf,0.35756207,0.3287805,0.31728768,0.3249324,0.868395,0.32918528,0.80882704,0.20706365,0.10711354,0.2787367,0.13221368,0.26096287,0.2013855,0.38412222,2.2460036,0.32359096,2.0346565,0.35879827,0.2501706,0.049306717,0.17750101,0.29596296,1.0719765,0.32363296,0.33272368,inf,inf,1.0922096,9.423788,1.7482861,1.7482861,0.2381404,0.45439872,0.45439872,0.20510177,0.3838336,0.3968715,0.76639915,0.40729642,None
103,0.44142944,,25.17521,2.5880356,2.3694386,0.12987624,0.07984491,0.9748374,0.4728628,0.3957109,0.46903142,0.46980584,1.3082594,0.38419163,0.827223,0.14702249,0.12826549,0.44560078,0.20424616,0.37490726,0.30238095,0.7325645,3.9341612,0.4213255,2.6002285,0.4807019,0.3006567,0.04978129,0.26247656,0.14509209,0.7274822,0.46271592,0.49554655,0.5825129,0.3728911,1.604127,27.49565,1.7061303,1.7061303,0.31505704,0.6449424,0.6449424,0.20615567,0.54944336,0.5696707,0.91524976,0.5156369,AVARAGE
74,0.32009944,,18.959959,1.5212705,3.7148283,0.18234544,0.08474215,1.5300902,0.41463047,0.3732554,0.33302632,0.33949584,0.6862323,0.39172918,0.79824847,0.20216437,0.075219326,0.30143243,0.17284355,0.26797852,0.22844495,0.48140934,2.4773345,0.27573016,1.79658,0.3287427,0.16625409,0.051533222,0.21477376,0.1890099,0.83491164,0.30023304,0.3475926,inf,inf,0.8435102,8.338104,1.3687699,1.3687699,0.21038277,0.49791768,0.49791768,0.24704704,0.39935678,0.3935059,0.9401326,0.43468544,AVARAGE
92,0.35173845,,18.132381,2.7937348,10.5283375,0.11166298,0.13645971,1.1183997,0.40614775,0.29949257,0.35119176,0.360192,0.99044037,0.31658062,0.82083935,0.14676303,0.11599095,0.318547,0.17074122,0.26676577,0.2733882,0.44786143,2.844497,0.3545293,2.1903942,0.34645918,0.26880544,0.069479816,0.1833621,0.25179076,0.901487,0.4028846,0.36843807,inf,inf,1.2365433,29.785015,1.3209532,1.3209532,0.26013112,0.46697596,0.46697596,0.17653045,0.45546386,0.47993076,0.7842283,0.38108698,AVARAGE
122,0.3976659,,22.972063,2.0654876,2.4783804,0.13311143,0.10302177,1.1465647,0.43709987,0.36761668,0.4186972,0.42235795,1.0157698,0.37046203,0.8124408,0.16011304,0.11646392,0.38610187,0.20132916,0.3363304,0.2992481,0.6449707,3.3872366,0.3638696,2.2447515,0.42900413,0.27053225,0.04948165,0.23343,0.21280724,0.777157,0.42093512,0.4431242,inf,inf,1.2774712,23.668839,1.8934326,1.8934326,0.26482543,0.5936702,0.5936702,0.21116208,0.49622548,0.5120705,0.8700247,0.47150347,AVARAGE
218,0.37082493,,22.284065,1.9519917,1.6693459,0.15427417,0.10048902,1.5054954,0.4127874,0.39051774,0.39424255,0.39913908,0.9711515,0.390516,0.79938775,0.1869335,0.11512787,0.37128335,0.17088042,0.32870376,0.2558067,0.54790866,2.9979353,0.35613668,2.215366,0.42657086,0.26539963,0.03963776,0.22617722,0.17839268,0.8349495,0.39183354,0.41635182,inf,inf,1.2203549,10.864875,1.9021829,1.9021829,0.25911632,0.57415885,0.57415885,0.22912753,0.45747858,0.4849519,0.8595114,0.4985285,AVARAGE
226,0.35132962,,20.497946,1.99623,2.5101488,0.14730622,0.13248917,inf,0.4161753,0.3769744,0.37097937,0.37618667,0.95488197,0.37634957,0.80111784,0.19379999,0.107650384,0.33923757,0.15969156,0.30427077,0.25055465,0.51454806,2.7330892,0.34470513,2.1461182,0.39866528,0.24923657,0.07342557,0.20178348,0.23032306,0.9028561,0.3898242,0.38930172,inf,inf,1.1805992,10.887671,1.4797,1.4797,0.2591773,0.5269989,0.5269989,0.22154509,0.43489596,0.4688653,0.79044944,0.46538246,AVARAGE
179,0.41965142,,23.638088,2.5465972,3.0640235,0.1419175,0.079496235,1.0198107,0.46153063,0.36593792,0.43860096,0.44222987,1.163652,0.38086608,0.8220811,0.14730664,0.12204089,0.406205,0.20336364,0.3479327,0.26804382,0.66049755,3.5743163,0.39187413,2.4035938,0.44316718,0.28482,0.05709141,0.2679566,0.24138188,0.7680318,0.3974688,0.46324566,inf,inf,1.4395242,27.390667,1.7729639,1.7729639,0.29085883,0.6086017,0.6086017,0.20096226,0.528395,0.51584345,1.0041596,0.4714348,AVARAGE
147,0.41935015,,23.617481,2.3480437,3.5374777,0.12410728,0.121027805,1.2493647,0.45583746,0.36114904,0.43955967,0.44153184,1.109177,0.36876044,0.82344574,0.16178407,0.12186713,0.3929327,0.21778372,0.3445177,0.34133038,0.68985677,3.5839612,0.37441084,2.3274984,0.43735254,0.28484488,0.042930484,0.23203759,0.26077232,0.7776602,0.45299995,0.46333742,inf,inf,1.3686432,58.69632,1.6839277,1.6839277,0.2762586,0.6110489,0.6110489,0.20964812,0.52741295,0.53065866,0.81940794,0.466135,AVARAGE
142,0.39234376,,23.442606,2.2011013,1.9918666,0.14040972,0.1077072,1.2531996,0.4383748,0.38642105,0.41714188,0.42126545,1.089229,0.38361388,0.81352603,0.16976097,0.11527485,0.38733804,0.18823756,0.3458961,0.27766043,0.64931434,3.265819,0.37188357,2.3235438,0.448074,0.26857802,0.052445922,0.23623444,0.19979577,0.8217708,0.41218057,0.44289204,inf,inf,1.3425754,15.233029,2.135241,2.135241,0.27808416,0.60297805,0.60297805,0.21577363,0.48546523,0.5034655,0.8619517,0.49248147,HEALTHY
243,0.43557838,,25.575583,2.4074664,2.628574,0.13538374,0.08153031,1.0773404,0.45355695,0.3955368,0.46678573,0.4674789,1.2608759,0.38752955,0.82392955,0.15500048,0.13356231,0.43909913,0.19884738,0.38055953,0.29392907,0.71753114,3.8272865,0.4128578,2.5576892,0.49287656,0.3152634,0.043021843,0.26333568,0.18648717,0.7511445,0.44856513,0.49484068,inf,inf,1.5660982,31.5725,1.859204,1.859204,0.30273476,0.65524626,0.65524626,0.21062832,0.53830785,0.553453,0.9078876,0.52278525,AVARAGE
166,0.3458629,,18.700626,2.582724,4.331358,0.14184979,0.11424817,inf,0.42008632,0.34401098,0.35439837,0.3615053,1.0585276,0.32482108,0.80267346,0.17145228,0.095691815,0.32314762,0.152133,0.27878103,0.20744023,0.5116784,2.8055737,0.3600384,2.236529,0.375212,0.21672824,0.04721879,0.20351075,0.2044445,0.92791855,0.35383344,0.37236175,inf,inf,1.2682383,14.152278,1.5442667,1.5442667,0.2808724,0.4792275,0.4792275,0.19151813,0.43842545,0.45267755,0.8662802,0.41869277,None
30,0.31248868,,18.138952,2.0110033,1.6874827,0.15383111,0.12232884,1.6619068,0.3837758,0.3419871,0.32387143,0.33102685,0.82488716,0.3409188,0.8099804,0.19349423,0.09249424,0.2875582,0.15040883,0.26381576,0.21313706,0.4446117,2.4187083,0.3093616,1.9801185,0.3525386,0.20975527,0.043893673,0.18655995,0.227447,0.95963633,0.3269458,0.34014395,inf,inf,1.0167735,8.566051,1.7192154,1.7192154,0.23391196,0.4711175,0.4711175,0.21157259,0.39149073,0.40963322,0.82646596,0.41471255,AVARAGE
52,0.39705744,,23.043743,2.2955701,3.2737024,0.13122773,0.112744205,1.2124784,0.44534212,0.37188032,0.41792747,0.42215553,1.0774174,0.38978437,0.81019324,0.16307312,0.11592692,0.3827366,0.19317193,0.3381657,0.30395204,0.62121147,3.2348924,0.367743,2.2802677,0.42936027,0.2690824,0.06813306,0.22752418,0.24207316,0.8099773,0.4293008,0.44098735,inf,inf,1.3217909,18.743132,1.7766877,1.7766877,0.27466875,0.5946397,0.5946397,0.21338853,0.4953966,0.51356876,0.83304036,0.47231156,None
222,0.36933511,,20.679691,2.3365462,2.2830215,0.15739517,0.105890624,inf,0.42579708,0.36128688,0.38704532,0.3919207,1.0858558,0.35861862,0.8088891,0.17756677,0.10425815,0.34779805,0.15677796,0.31002438,0.19917981,0.533473,2.8893912,0.36539572,2.2649944,0.41125953,0.23903537,0.05731869,0.23816559,0.24207982,0.91091824,0.34220704,0.4062832,inf,inf,1.3127005,12.639972,1.3700341,1.3700341,0.28016314,0.52814466,0.52814466,0.20241368,0.4607087,0.4525848,0.93273026,0.44817954,AVARAGE
